label,text
2,"This is my second endeavor into the famed distopia trilogy. Unfortunately, I should have read this one first. I loved Brave New World, but I think this is in a class by itself. I read somewhere that Brave New World was written without knowledge of this book, which would make the similarities uncanny. Anyway, This story grabbed me from the very beginning with the effective use of numbers to substitute characters names. This let's you know right off the bat that this future society is not joking around. The intertwining fashion used between dreams and reality was especially appealing, giving this novel a surrealistic feel. The thing that hooks this novel into masterpiece status is the ending. Unlike Brave New World, this was one I was not expecting. Also, the fact that a man living in communist Russia wrote this novel really enhances the experience and shows you the nightmarish visions this man derived from his way of life. Platinum."
1,"They write good music. They play their instruments well. The can write crafty hooks. So blame it on the singer and the lyricist (my guess, same person). The vocals are as weak as it's content, which ranges from anywhere to wimpy subjects as being afraid to ride rollercoasters to things so dull and ordinary it makes you roll your eyes when you hear them. The closest comparisons to this band is Orange Peels. Never heard of them either? Then imagine what Air Supply would sound like if they made an alternative album. The Lucksmiths could be a great a band if they didn't sing about such stupid things. ..."
1,"The ability to adjust the weight of this product is great. The BIG disappointment is the velcro strap, which I can't believe will last long, especially as I begin to add more weights. I think this product would have been far better if the ankle weight came with an adjustable strap with a plastic buckle closure. Then you would adjust once and just simply buckle the strap when you put it on. This feature is especially critical when you're trying to put the weight on your ""bad"" leg and struggling to get it snug with the long unwieldy velcro strap. I can not recommend this device with this strap mechanism."
2,This item is great. I had no problem getting it set up and running. The price was lower than at other websites.
2,"This is a masterpiece. Lhasa has a unique and powerful voice - flexible, sexy, and captivating. So subtle in its beauty, it will make you tremble. And the laments will crush your heart. I am not fluent in Spanish, but the music totally gets inside your skin. Beautiful arrangements, beautiful melodies, beautiful voice. It can only make your life better."
1,"Do not buy this book. It is a waste of your money. If you buy this book ,it will sit somewhere and never go to use ,even if you just read the first 2 pages you will be disgusted."
1,"I wish I hadn't spent the money . . .It follows in the same style as the other two Transformers movies, but it turns the formula up a bit. There's more action and more bickering between characters, but plot, story and character development, drama, and any semblance of intelligence are sacrificed for it.Yes, the special effects are cool, but the dialog and interaction between characters is downright painful, which kept suspension of disbelief from kicking in.If I had it to do over again, I'd rent this one."
1,"I bought this CD for one song only, ""Steal Away"". I knew it was going to be ""live"", but this isn't even close to the radio version. Try more like a ""muzik, lounge"" sound. It was recorded in a ballroom. Then, the only other song I recognized was ""Hot Rod Hearts"", again, done the Vegas lounge style. I wish I could get my $$ back. Why didn't he just put out the CD using the regular recordings? He was never a big star to begin with. I wrote this review just to warn people that it isn't like most ""live"" recordings. I was very dissapointed, and I still don't have a decent recording of ""Steal Away""!"
1,Horrible toy for a my 4 year old son who is a batman fanatic... flimsy and not durable. Can not get the elevator to work properly always jams up. This toy won't last to long.
2,"My only disappointment in this movie has to do with the variations from the book. Otherwise, it kept Narnia alive from the hard-to-beat 1st movie in the series."
1,"I purchased this book thinking it was going to be a book specifically talking about Chesapeake Bay Retrievers, it wasn't.I would venture to guess that if you took the few pages about Chesapeakes OUT of the book, ALL of the books written by this author geared toward a specific breed would all read the same!Not a book to buy if you are looking for information on Chessies."
2,"This movie is definately NOT for children. Its beginning is somewhat disgusting, but the rest of the movie is great. Its storyline is really cool, and if you're a hard-core anime fan, this movie is for you."
1,"Beware...I bought 6 of these with the ridges on the lower part of the mug...since I cannot find replacement mugs for my original (1999) boscoware mugs with ridges on the sides....I was SOO disappointed...these tip over precariously, really bad design..I got rid of all of them, and keep hoping BoscoWare will product the original design...wider at the bottom, more stable, with ridges up the sides..in great colors...I wish I had bought 100 of them!But DON'T get these...you will regret it!"
1,A lot of people told me that Batman Begins was good but I didn't like it. The first hour was too long and slow without Batman and it was all about Bruce Wayne training to becoming Batman and Batman did not show till the last hour. I'm not really a big fan of Liam Neeson though he's boring but what's really the point of this Batman movie there's nothing exciting about it. It really wasn't surprising to me. Christian Bale did make an excellent Batman and his voice really fitted as Batman but the whole movie was just not good. Wait for the DVD don't see it in theater. That's all I have to say. I thought War of the Worlds was better than Batman. Batman Begins really sucked.
2,"We are strictly a Pampers family. We used swaddlers until my son grew out of size 2-3s then we went directly to cruisers. We had a few leakage issues with cruisers, when my son would roll to his belly in the middle of the night, but were happy with them in general. A few friends of ours had been using baby dry's and metioned that they loved them (and that they were a little cheaper than cruisers!) so we decided to give them a try. And we LOVE them. We have not had one overnight leak! The only complaint that I have is that the tabs are made a little cheaper than swaddlers & cruisers, and a few of them have ripped right off as I'm fastening the diaper. I've just learned to be a little gentler with them, and we haven't had a problem since. Overall, I give them an A!"
2,I ordered this for a friend who was displaced and has had to start over. He had a Airbed from a store but kept having to bring it back due to leaks and other problems. This bed looked much more comfy and with my Prime discount I sent it to him. Within the two day time frame it arrived and as soon as the other bed sprung another leak he put it to work. He says it's very comfy compared to the other so if he's happy I'm happy with the product
2,"The version of this CD that includes ""Vitaminless"" is a bootleg. It'll be from ""Sonmay"" or ""Everanime"" who make a number of bootleg versions of various Anime soundtracks."
1,Was surprised at how boring this book was. A lot of blah blah about things I cared nothing about. A relative of mine was Norma Baden Wallace who was known as the Last Madam and Queen of the Underworld. She wasn't mentioned.
1,"An interesting story, but the author tried to do too much in 400 pages. Too many characters and too many voices resulted in a somewhat awkward tale full of flat, one-note caricatures. At first, I found it somewhat misogynistic, as the first hundred pages lacked a single female character that wasn't a monster, a nutjob, or a complete waste of oxygen; as I read on, I realized that the male characters weren't any better, there were just more of them. Being un-Christian, and especially un-Catholic, I just didn't ""get"" a lot of the horror aspects of this book, either. Ho-hum, the Succubus is killing someone else now, next? This is the author's first novel, though, so maybe the next attempt will be better. Not a horrible book, but not compelling enough to take with me to finish on a plane."
1,"This ""poster"" looks like someone took pictures of a larger poster and cut and pasted sections together. Very disappointing!"
1,lower then low budget with horrible dialogue and acting. Two six year olds could have done better with a couple of kindergarten actors
2,It just helps to have God's word there for you in the area or topic you need to focus on. Very helpful and easy to use.
1,"I purchased this card with the adapter. The card worked fine in my cell phone, but when I used plugged it into the adapter, my computer wouldn't read it. I know it wasn't my computer because other cards work fine. I contacted the company and one rep gave me the run around (via email). So I called them and the man was kind enough to send me a new adapter free of charge. That one didn't work either!! Waste of money!"
2,"Excellent product. However, they are very difficult to get on for older people. I feel like I've had a full day workout after getting them on. Also, as the day wears on, they begin to roll down from the top and create a very deep ridge in the skin. I have to wear them, so if those two difficulties could be addressed it would be such a help."
1,"How did this collection of letters make it to print...when there are scores of personalities whose letters I'd love to read in a collection that haven't? These letters are very boring and he did not write to many notable people (a few to McCartney, Lennon and Olivier). Before you read about a theater critic, read what William Goldman said in his legendary book about Broadway THE SEASON, in the chapter titled ""The Approvers."" That tells you all about theater critics you need to know. THEN you can decide whether to read this one of Tynan's letters. I don't think this book would have made it to print if Tynan's wife hadn't been shoving it down publisher's and editor's throats. Dull, dull, dull, except for about five of the letters."
1,"This US release was supposed to be like the UK release and include a hybrid SACD (Super Audio Compact Disc) as well as the DVD. It does not. The SACD has been replaced by a regular CD. Extremely disappointing ! I'll be purchasing the UK release instead...According to Mute's Head of Catalogue, David Rowntree, Mute commissioned Simon Heyworth's Super Audio Mastering facility to perform the critical re-mastering work for this album. Quote: ""The SA-CD versions take the sound to another level - the next best thing to being there!"". ""If you don't have an SA-CD player, DTS 96/24 is the next best thing.""He doesn't even mention the 44.1 kHz PCM audio of the CD version, which evidently, most of you are listening to.(A digital audio technology which is now 24 years old, by the way. Hey, maybe they will issue the US release on 8-track cartridge too)."
1,"I stongly dislike this book. There is too much meaninglessness to it. I can read seven pages for something that can be stated in one paragraph...it's awful. Only Webster would be able to read this and not use a dictionary. I have understood two chapters! I don't see why an English teacher would like this book because it is full of empty sentences! It is hard for one to read this book without his mind wandering. As I stated before, this is not my kind of book!"
1,"This is a terrible DVD. The sound and picture quality are both terrible. The first couple of songs we watched all of showed more or Rod's butt in those gold shiny pants than it did his face. Prancing around and shaking his butt with the two big red veil type scarfs he wore it looked really weird. My wife was laughing her own rearend off it was so funny. I should return it but I will sacrife the money and warn others do not buy this DVD as it is absolutely terrible. We have purchased Rod Stewart ""One Night Only Live at Royal Albert Hall"" and ""It had to be You"" and both of these DVD's I would rate 5 stars for sound and picture. We actually enjoy these two DVD's so much we exercise to them. They are so enjoyable we have 30 minutes of exercise done before we realize it. The actually gives us a bit of incentive to exercise."
1,"While the information in this book might be a good starting point for someone totally new to thyroid disorders, I found it too basic, and too entrenched in mainstream theory and treatments to be helpful. Too much repeating of information easily found on just about any thyroid drug manufacturer's website, or just from surfing around the web. It is not a book I kept for my personal library --which for me (books are life!) is unusual."
1,"Do not purchase this piece of whistler garbage its cheap for a reason I used it for 1 year long distance and regular city driving, I can visual see the cops before it goes off lots of false alert but very few true alerts your better off steering clear of whistler products period."
2,"The music was slightly different than I expected- more Modern, I guess. I like it though and will listen to it."
1,"I've had the smaller model only about a month. Nevertheless, it is starting to go. It puts shards of sharp plastic in the food. (From searching the net on this, I find that my experience is not unique, either.)Not recommended.Better brands include Firth, Unicorn's Magnum and Magnum Plus, William Bounds, and Peugeot."
1,"I keep hoping that Ball will release an album that isn't as overproduced as his vibrato but I have yet to hear it. How can an album this uncreative seem so pretentious? I wish Ball would follow in the footsteps of Bernadette Peters, Patti LuPone and others who have toned down their vocals and orchesrations and give us a more intimate and diverse look at what he can do. Please save the theatrics for the Original Cast Albums!Just my opinion.JMF"
2,"I feel that version 2.0 was one of the best cd's of the year. It should have won a grammy. as well as the first cd 2.0 delived great vocals,gutair and a good beat. there is no need to skip tracks because all of them are well tuned to the point of profection. 2.0 is a must for anyone that enjoys rock or alternative. 2.0 the bands second cd shows improvement from there first album which was also a great album."
1,"This is yet another mediocre release in a litany of mediocre to sub-mediocre music being released by American bands today. What ever happened to originality? Whatever happened to playing music with balls? Why is soul-less pop the rage today? Is this what we've come to? Is this a reflection of the new blandness of the American character? This band shows no originality, no kinetic energy at all. I give them two stars because the musicianship is halfway decent. A surprising number of Seattle music fans who consider themselves hip and musically sophisticated are settling for the sort of drivel put out by this and other mediocre rock bands. Is there any good new American music out there? Come on folks! I mean -- there is nothing cool about this music at all! END"
2,"Seriously, people? It really makes me laugh to read people going on and on about how horrible this movie was. I understand if you are a fan of the Transformers in the 80s that you might be upset, but I'm not and I liked this movie. You aren't supposed to over-analyze movies like this! Just watch the good graphics, attractive people, and be entertained! This franchise isn't something that is supposed to make you think. I mean really. Anyway, I just wanted to put in my 2 cents. I think this was far better than the 2nd one, which was very lacking. The graphics are good and it's entertaining, especially if you have some time to kill and just want to turn your brain off and be entertained."
1,"I'm torn between giving this book one star for making me depressed and giving the book five stars for how well written and how honest the book is. All in all, the book deserves the classic status it has attained, but do to how the story made me feel, I had to throw my copy away. I am not a reader that will say a simple ""this book sucks"" but this book made me feel bad. The truth behind the tale disturbed me. That was probably the point trying to be made, but even so, I cannot get by how it made me view the world at the end."
2,I knew he would do it. it is long over due for people to stop looking at Ray J as Brandy's little brother and as his own individual person i give this album five fat stars i like this whole cd but my favorite song is Melody and it's exactly about the title I love this song too because I am a singer too and I love music so i get where he is coming from this song is beautiful!!!!!!
1,"This book does not have line numbers. In addition, the pages don't have the scene or act number on them. So when you open up the book, you have no idea where you are in the play. You have to flip through pages and find the closest scene 1 so you can figure out which act you are in and then go from there. This book makes it difficult to follow with others in class and I would not recommend it to anyone."
1,"My old stereo amp was going to die, so I needed a replacement.All I need was a simple stereo amp and this product seemed to be the best fit with great price!Well, it has automatic power on/off function based on the input.So, when there's no input, it turns off automatically to save power.The problem is, even if you turn off the function, it still works so basically it turns on and off all the time while I listen the music.It could have been a great one if it did not have this quality issue.I am returning the product."
1,"I'm sorry to every Claymate out there but Clay Aiken isn't really my type. He's annoying, whiny, and not meaningful. It seems like hes marketing to 5th graders and his mom. Invisible is NOT a meaningful love song, its just pure pop. If you want to listen to meaningful male vocals, I would suggest Coldplay, Keane, or Alexi Murdoch.I do think that Clay Aiken has a good voice for Broadway or theater, but when he produces an over the top pop album such as this, he's wasting his talent."
2,"Of Mice and Men was required reading in my senior year of high school. I'm now more then 20 years out of school, and have yet to read a book more satisfying. I was so touched by Of Mice and Men. The men were so bonded in life. It makes the ending shocking, but understood. A grown strong masculine man, with any feeling would get emotional reading, Of Mice and Men. Totally captivating.Valerie George (gardner@twd.net)"
1,"The only thing in this ""horror"" film that made it was the house and Lili Taylor, Catherine Zeta-Jones, looking good!, but the story was so forced, it never caught any horror, the special effects were cartoon like, not one bit frighting, the original movie and the short story will scare the pants off you, and why?, because your mind can conger up all the horror you want, your minds eye will take you to all those dark corners you fear, oh, and another thing that ruined the movie for me is, Owen Wilson, can't stand him!, how he ever got in movies is beyond me!, ignore this cluttered up movie and go to the original black and white one and get set to be terrified!"
2,"After reading A Philadelphia Catholic in King James Court by Martin DePorres Kennedy, it got me to thinking more about the religion I practice, Catholicism. As the book starts out, Michael, having just tragically losing his father, is thrown into a world; it would seem he is not ready for. As he gets to know his Uncle Les's fundamentalist view of the bible, he begins to realize not everything they practice does follow the bible. He begins to see arguments arise and he himself is challenged on the ways of the bible. The most significant change seemed to be his debate with Pastor Brown. Though Michael had seemed cornered he slipped out of harms way once again. In my opinion, this book gives an excellent overview of the issues that people have disagreed on and also why there was a split within the church. Overall, the book may have seemed boring to some, but the depth of knowledge it provided made me get a deeper understanding of what we really practice at mass."
1,"Okay. Let's start with the good. The atmosphere was suitably claustrophobic. The background music fit the feel of the movie. The crawlers were well-designed.***SPOILER ALERT***Unfortunately, the movie did very little to make me empathize with the ""heroine"". Juno had an affair with Sarah's late husband. That was bad. But she was vilified even more for accidentally killing another girl in the insanity of a battle with some of the crawlers, then leaving the girl when she fell to the ground. I'm sorry, but with the wound that she had, I would have expected her to be dead. But, when Sarah wounds Juno and leaves her behind, I lost all interest in seeing the main character survive, which is just as well, since the movie doesn't give us any indication that she escapes the caves. Well, at least until part 2 . . .."
1,really disappointment since the way they arrived was horriblei was trying reach them since couple of days no responsei recommend not to go ahead with this product..
2,Interesting and a very informative story about how the Cave people survived. The writing was somewhat elementary and repetitive but with a good plot. I would not read the second book in the series.
1,"You'll have read all the reviews about the quality of the light from the Softlighter, which is astonishing. The best. Good enough for Annie L. But I've just ordered my third of these (had the smallest available, the largest and have just bought the 46in sized) and each of them, without question, has broken after only a handful of shoots. The build quality and finish is shockingly poor and I would seriously consider a purchase of a Photek Softlighter for this reason - they have repeatedly let me down on shoots."
1,"Like one of the other reviewers, I ordered this as a pack of six. However, it arrived and it was a single canvas in a giant box. What happened to the other five? When I contacted Amazon, it says that they're out of stock for these. Why is this happening to more than one person? Just be sure to check your box. The canvas was nice and actually what I wanted but I didn't want to pay for six and get one..."
2,"One of the best baseball legend biographies I've read. It moved quickly, but thoroughly...a very enjoyable read. Although the term ""page-turner"" is clich, that's what this is."
2,"Very nicely constructed, and the service from the seller was truly rare in it's excellence and personally professionaly touch.The zafu was a tiny bit smaller than I expected, but it was exactly what it should have been. It was my expectation that was off. Great item."
1,"I know all opinions are subjective but I do not undertsand what you could find interesting in this movie. The love story is stereotyped. The boyfriend is an idiot (which makes the girl an even more idiot), the soundtrack is exhausting and the plot is non existing. In this type of movie there is MUCH better which has been done. Please....."
1,"I'm a HUGE Jet Li fan. I love great kung fu movies. This is not one. There is NO kung fu at all. The rest is a surreal dream that includes a guy chained to a boulder and a guy that gets stabbed and asks why he was assassinated. It may be worth a laugh, but that's a stretch."
1,"Well, I was worried when I read the review saying they didn't fit over large hands. I have pretty large hands and I had no trouble getting them on. However, they started leaking sand during the first use! I can't recommend these. I'll use them until they fall apart which probably won't be too many weeks."
2,"I enjoyed this book tremendously! Butch Harmon tells it like it is, without pulling any punches! This is a story that needed to be told; it really gives us insight into the world of professional golf."
1,"I could have made it through this game several x by now, but the glitches stuck me in trees in caves over drop-offs, etc., numerous times. I'm done... didn't even bother to finish and I was well past Morea. Someone said the ending sucks, so what am I missing anyhoo? I'll try the other two, heard they were better. I'm glad I logged on here to see the reviews (that perfectly match mine) or I might have gone out to buy another copy... thought this cartridge had been flushed and just stamped on the grahics glitches were so bad! But no they say, this game just stinks. Don't waste your money, borrow this one from a friend at the most and see what everyone means. Does not deserve the one point I had to give it."
1,"This would be a fine product except for the fact that it has this mechanism to cut sound output when the sound level falls below a certain threshold. There is a switch to turn off this ""feature"" but it doesn't work. The result is that the sound always cuts off when your music volume gets low. It's extremely irritating when you're trying to listen to the soft parts of songs or when you don't want to blast the output. I want control my volume via remote, buy I have to manually adjust the volume knob instead and when I don't feel like cajoling the amp, I just let the music periodically cut out but get irritated every time it does. I would not recommend this product as a result of this problem."
2,I think the rabbit part is kind of bothersome and I thought the actual shaft would vibrate not just the rabbit. WEIRD.
1,"I realise this is a childrens film... but it's dire. Like scream out loud dire. And long enough to make you wonder 'why did I just waste a significant part of my life to this?' The first half is pretty decent but then come the battle scenes. Moronic tosh. Oh so many pregnant pauses - mid battle - while people stop and gaze in to the distance... so many blatant copies of Lord Of The Rings scenes but without the style or competence... so many opportunities to kill the bad guy which are not taken... I walked away from the TV multiple times because it was, well, so crap. Frustrating crap at that. Avoid at all costs and watch LOTR instead."
1,"Followed the instructions on fluffing, still the pillow is terrible. Purchased a pair of down pillows from Sam's for $16/pair, this horrific investment cost around $45 and I don't use it at all. Stay away."
2,I love love love this CD. I dont speak french but its still great. I would recommend this CD to everyone.
2,Arrived safe and sound and in a timely manner. Nice addition to my ever-growing classic movie library!
2,"I have read this book slowly and thoughtfully, letting Jesus' words sink in. This book has helped me to really grasp much of what Jesus meant in his stories. I will read this again and again."
1,"The first time through I really enjoyed the quick quirky beats, and the skits were sorta interesting as well. The novelty wore off after the first play through and it soon went from quick, quirky, and interesting to obnoxious, and boring. Perhaps this just isn't my style of music but I heard a lot of good things about this album and figured I'd give it a try. I found myself enjoying her biography a lot more than her album."
2,This was one of the most simple and cost saving things I have done. instructions were exact and took longer to put cover back on vs. change the part.
2,"If you want to listen to rich music, full of life and rythm...this is it. Will make you want to get up and dance. Great from begin to end."
2,"I love doing this workout, and sometimes the breathing portion at the end is all I do, as it leaves me feeling great. I would rate if 5 stars if it had any headstand prep work."
2,I didn't know much about this Anime and only bought it because it looked somewhat interesting. What a great surprise! Don't let the cover fool you. It is a quiet anime but without making you want to go to sleep. It has a fantasy side to it but in a realistic way (if that makes any sense to you). It's very emotional..so prepare yourself for that. I recommend having some kleenex around while watching this series.
1,"I have a weakness for Julie Garwood books, and repurchased this book in Kindle format after buying the original version many years ago. While there are a few formatting errors, there is also a gap in content starting at location 5869. It appears there are several pages missing. Extremely annoying -- will be returning this book."
2,"Containing classics ""Never Let Me Down"" and ""Strangelove"", this is an album that has a number of more famous Depeche Mode tracks. A good buy if you like the style."
1,We have yet to receive them?? We are still waiting on this product to arrive. We typically are very happy.
2,"WHERE IS IT? IVE BEEN WAITING FOR A LONG, LONG TIME, FOR THIS GEM TO COME OUT ON DVD. THIS IS THE BEST SCORPS VIDEO THEY MADE! NOW THAT THEY ARE CALLING IT QUITS, THEIR VIDEOS ARE ALL WE WILL HAVE LEFT! WHATEVER COMPANY OWNS THE RIGHTS TO THIS,... WHAT ARE YOU WAITING FOR?"
1,"This was sent to me by mistake. So free it was but not a bargain.I dislike this imported 2 disc, 40 tract album very much. The is from the 30's I would think. With high quality headphones this stuff is to hard to listen too.The sound is very thin and hissy. Fidelity is low and overall listen-ability is very weak. This big band stuff without the big band sound. Song after song, it all sound the same, very boring material with sound to match. Just a throw-away."
1,"I can't believe how much this cd sucks, save yourself 17 bucks & just download the ""we on fire"" mp3 its the only decent track on the album. And if u r looking for more ""bounce"" party tracks like ""back that ass up"" too bad; u won't find any here. What a rip."
1,"I've now been through three of these cords. they seem to last around a year before just dying. The first two eventually had fatal connection issues with the piece that connects to the computer, however my third one has just died and is actually not getting any power from the wall. The little indicator just fades out, and now won't come on at all. Yes it's a lot cheaper than the other cords, but I'm just not sure its better. I know lots of people have problems with the apple cords as well."
1,"I'm a big fan of Costello, a big fan of Bacharach, and through Deep Dead Blue, became a fan of Frisell. This combination seemed too good to be true, and actually, I was so looking forward to hearing it as one piece that I saved listening to it until I had a long car journey.Sadly, the Sweetest Punch is much less than the sum of the parts.I understand that Bill recorded it without hearing Elvis & Burt's finished album. I wish he'd waited and used it as inspiration, as The Sweetest Punch is neither sweet nor punchy. Instead it is passionless, routine and flat. Moreover it's just dull if you compare it to the rich, elegant, touching soundscapes of Painted From Memory.I am surprised that as someone with so much creative control over his output, Elvis didn't take Bill aside and suggest re-mixing or re-recording or simply not releasing.Sad really."
1,"In the past year, I've come to appreciate and only purchase the Pampers brand for my growing daughter's needs. After reaching 15 months of age, however, the diaper wasn't able to keep hold up to overnight use and I started using a nighttime diaper from a different manufacturer. As grandmothers and others watch the baby, they don't know which diaper to use at which time, so I've completely switched from Pampers to another more sturdy brand that doesn't leak and doesn't cause wet mornings."
2,"In my opinion, this is a must-read for anyone who has ever been to Florence. I read it while there for three months on a study abroad program and loved it. If I had never been there or had no knowledge of the history of the city, the novel wouldn't have been as interesting. It is hard to believe that it was written in the 19th century and not during the renaissance as an eye witness account. Elliot's knowledege of Florentine history and her use of real historical characters in the text is amazing. The story starts off very slow at first but then sucks you in. It seems to keep getting more and more dramatic and then concludes with a very satisfying ending."
1,I should have recognized that given the age of this film that the DVD print would be of such low quality
2,"I've owned this ball about 6 weeks now and I use it as my desk ""chair"". The wonderful dark purple color looks great in my office and it was very easy to blow up with the included pump. Durable so far--I've taken it to a weekend training and back with no problems and after the initial ""breaking in"" period, I've only had to add air once--as I expected. I am very sensitive, but detected little or no odor when I opened the package. My only suggestion to the manufacturer is that they include a plastic tool to ease out the stopper. I had one from a previous ball and it works more easily than a coin."
1,"Jeez, was this book strange! By looking at all these great reviews, I felt I had to add my opinion. Steinbeck's a talented writer, that's obvious from the first page. But it had no plot or anything.I guess you either love it or hate it."
1,"We purchased this tripod for one of the larger Sony cameras that we also purchased through Amazon. The camera is awesome. The page for the camera recommended this tripod so we bought it from Antonline. This tripod is not nearly strong enough for use smoothly with our camera and when I contacted Antonline for a refund they refused to deal with me, even if I paid the shipping back to them. If you buy this tripod, beware that truly strong remote control tripods can start at $300 and go up from there."
1,"I found this tape very disappointing, it was fun to watch once, but the amount of information provided was very small and too choppy. There are many belly dance instructional videos available which are more interesting, better taught and more informative about how to dance and which provide you with a workout as well. My recommendation is to keep looking."
1,"Well, this has to be one of the most disappointing releases of the year. Actually, I wasn't expecting much, so I wasn't that disappointed, but to fans of Clay, I will warn you that this CD is not what you would expect. Clay sounds more robot than man on this debut effort, and I do mean EFFORT. He is a good singer, but he belongs on Broadway, singing show tunes to the elderly who can revel in his youth and energetic manner. To the average listener, this CD is no more than a sad recycled mess of false emotion. It wouldn't matter so much if it were on Broadway, because the show distracts you somewhat, but I would be careful putting this disc in your CD player. I got a headache after the first song. Anyone want to buy a used copy? I might have to take the scissors to it otherwise..."
2,"Before i bought it, I saw many reviews said that the steamer is too thin. But it's better than my expectation. I can use it to steam as well as make soup. The steamer is perfect. The only short point is that it's too small. It's at most for two persons."
1,"I never saw the movie when it first came out in film, so I thought I would buy it. It is the worst movie I ever saw in my life and I am a movie buff. The acting and storyline is horrible. In the nudity shots she looks like she is wearing a black bear skin rug on her private parts. Don't waste your money on this one."
2,"The sheets seem fine but the packaging looks like something you would see at ""Dollar General"". They come off looking very cheap - not a big deal at all really unless you are giving them as a gift."
2,I knew this would be great. He has such an awesome voice. He can make any song great. This is the best cd I have purchased in years.
2,"A series of books that I pass on to others because there are so good. Thank you so much Lynn for writing this book series, it is one of my favorites. It taught me so much in history and of God's Word. I likely would read them again. Our entire family of 5 has enjoyed them and my 16 year old son has it down as his favorite book series. I highly recommend these books."
1,"Obviously these guys have invested heavily into the North Mississippi hill country blues of R.L., Junior Kimbrough et al, via the Fat Possum catalog. Although it is mildly entertaining, why spend your filthy lucre on the imitation stuff when you can have the real deal? Search out the real innovators of this sound, they've been doing it a lot longer (and better) with more soul and authenticity than the boys from Akron."
1,So much for hoping Capcom would have learned it's lesson from the first Outbreak game. Nothing was improved in this chapter. This game still has the same stupid A.I. and annoying real time window that made the first game horrible. Not to mention the characters' audio and text often times don't correlate. Zombies popping up at random times just helped to compound frustration levels. Probably most disappointing is the lack of suspense and creepy atmosphere that made many Resident Evil predecessors so great.
2,Humble genius he was. I loved this autobiography and wish that he had covered more of his involvement in politics in and the American Revolution.
1,These were way to expensive and I cannot believe that I bought these. You might as well as get a piece of tape and try to use that. It will be just as effective. Which means not at all. go with sally hansens. do not buy from here.
1,"I love soad and I was really looking forward to the followup. I heard chop suey on the radio and I got it the same week it came out. While the songs are very well written, it lacks the flow and the energy from the first album. Perhaps I had listened to the debut a bit too much, but I felt they took a little too much time with this one."
1,"This was by far the stupidest movie I've seen this year. Keanu Reeves proves yet once again that he's one of the authors of how to be a one-dimensional actor (see all the usually mediocre movies that he's done, such as Speed or one of The Matrix sequels if you don't believe me), second only to Vin Diesel (TWO DAYS. dUR-HUR-HUR!!1!111!!1!!). OK, I know I have slightly digressed and should return to the matter at hand. This movie is a desecration to the comic book, the action scenes were dumb almost to the point of sheer hilarity, that lady cop talked like a retard who got turned down from competing in the special olympics, that Satan dude looked gayer than Richard Simmon's shorts, and anyone who spent their hard-earned money to see this atrocity of a film should be entitled to a full refund."
1,"This looked so cool, I thought my kids would love it. But the gum base is impossible to stir - you need to nuke it for way longer than it says to and then it hardens up and is impossible to work with. It becomes hard and brittle rather than smooth and workable. Save your money and don't bother with this! My kids were totally disappointed!"
1,it doesn't get hot enough and has much less wattage than my old one. Where can I find one a better one???
1,I bought this power adapter and it worked just fine at first. I took good care of it and after about six months it just stopped working.
1,"the pages were seperating from the binder and the price on the cover was blackened out, small tear on front cover."
1,"While regarded as a ""classic"" by some literary scholars, 1984 is devoid of nearly every element of classical literature. The fall of Communism has erased nearly every trace of relevance this book may once have had. Its warnings of the evils of totalitarianism were overly alarmist by even Cold War standards and are even more so today. The absence of strong, 3-D characters makes even a man vs. society theme seem sorely lacking in depth . The only redeeming quality of this book may lie in providing future readers with an McCarthyist view of the evils of communism from the standpoint of a conservative 50s faux intellectual. If you're looking for a deeper, better-written, and tremendously more entertaining book, try Orwell's Animal Farm. Even walking, talking farm animals seem realistic compared to 1984."
1,"When I bought this album, I felt like crying. My favorite band, Sunny Day Real Estate, had reformed and I was thrilled. Then when I actually heard the CD, it was just a slap in the face. Sunny Day sounds nothing like they did in ""Diary"" or ""LP2"" anymore. They are more of a rather watered-down alternative rock. ""Every Shining Time You Arrive"" is definetely a great song, but there's no other song on the CD that would make you want to buy it. Let's face it...Sunny Day is dead, but what they did in their first two CDs makes them legendary."
2,"I ordered it and it came in 2 days . works as promised ,now I am totally wiresless and my tivo works great. would definately reccommend this to anyone using this service"
2,"I got this for my daughter she had to do a book report on a historical fiction book, she loved this book just as I did at her age."
2,"she is angela jackson from woodside california, by way of chicago, by way of woodville mississipi, born from the goddess...her poems speak blues, religion, jazz, down-home cooking, long lasting sugar kisses and journeys by astral travelling. she is a spider walking across the face of history a spook opening her heart to reveal her family secrets...this book is poignant, powerful, sexy, and shows the capabilities of lamguage when placed with someone who has respect for it....very few poetry books have moved me...this one does...."
2,"I cannot tolerate pharmaceutical statins and this product gives me excellent results without side effects, been using it for many years."
