id,creationdate,score,viewcount,title,answercount,tags,quest_name
48115573,2018-01-05 14:26:47,-3,407,Can't create a pandas series from numpy array?,2,"python, pandas",Yang 
48115646,2018-01-05 14:30:52,1,28,Dataframe Joining Columns based on date within a dataframe,2,"python, pandas, dataframe",J Ng
48115731,2018-01-05 14:35:26,0,40,How to compare names with and without orthographic accent in pandas?,1,"python, pandas, spelling",Reinaldo Chaves
48115885,2018-01-05 14:46:16,0,39,XLS save a DataFrame according to user request,1,"python, pandas, save, xls, indirect-objects",Fabio Pomi
48115990,2018-01-05 14:52:25,0,82,Data transformation in Python. Is there a better way?,1,"python, python-3.x, pandas, numpy",durjoy
48116015,2018-01-05 14:54:12,1,93,"Remove rows from pandas DataFrame if multiple columns contain the same data, but interchanged",1,"python, pandas, dataframe, duplicates",ERS
48116509,2018-01-05 15:22:55,0,53,Capturing multiple groups in a regex does not return any result,2,"python, regex, pandas, text-mining",Hackerds
48116664,2018-01-05 15:31:32,0,37,How to group thousands of dates and Id's into columns in Pandas for machine learning?,0,"pandas, pandas-groupby",user3617574
48117446,2018-01-05 16:20:48,0,38,Merging two data frames on rows in python,2,"python, pandas",lmccann
48117592,2018-01-05 16:30:05,1,87,How to remove outline of marker/change marker style when using plot.scatter in pandas,1,"python, pandas",famargar
48117832,2018-01-05 16:46:08,1,56,delete rows by duplicate indexes,2,"python, pandas, dataframe",djj
48118371,2018-01-05 17:21:38,0,16,Merging multiple columns with dates in a single dataframe,1,"pandas, dataframe",J Ng
48118537,2018-01-05 17:33:44,0,193,Python PANDAS: GroupBy First Transform Create Indicator,1,"python, pandas, numpy, pandas-groupby",Pylander
48118640,2018-01-05 17:39:51,1,387,creating TFrecord file for multiple objects,1,"python-3.x, pandas, tensorflow, object-detection, object-detection-api",Ajinkya Bobade
48118664,2018-01-05 17:41:45,0,49,Python loop seems valid but still get ValueError: Not enough values to unpack,1,"python, pandas, loops, dataframe",DH_III
48118758,2018-01-05 17:48:12,1,25,Pandas - Writing a Change Log Between Multiple Dataframes,0,"python-3.x, pandas, numpy, logging",Tyler Russell
48118920,2018-01-05 17:59:27,0,26,Combine two pandas dataframes of dictionaries,1,"python, pandas, dictionary",Andrew Heusser
48118921,2018-01-05 17:59:32,1,52,How do I read a XLSX if the filepath or filename has an apostrophe?,1,"python, pandas, validation",dre
48119015,2018-01-05 18:06:08,1,163,pandas pivot table with multiple information in cells,1,"python, excel, pandas, pivot-table",nomore
48119212,2018-01-05 18:21:39,2,217,How to one hot encode a variable with 3k categories without a MemoryError,0,"python, pandas, deep-learning, one-hot-encoding",Patthebug
48119592,2018-01-05 18:50:21,2,80,Python Pandas Dropping First in Series of Duplicates,4,"python, pandas",Windstorm1981
48120214,2018-01-05 19:37:46,1,32,pandas - ignore rows or columns filled of 0,2,"python, pandas, dataframe",Micawber
48120611,2018-01-05 20:10:59,1,1709,Python Pandas filtering; TypeError: cannot convert the series to <class 'int'>,1,"python, python-3.x, pandas, dataframe",Terjeja
48121396,2018-01-05 21:15:25,0,101,Pandas Subset of a Time Series Without Resampling,3,"python, pandas",Windstorm1981
48121950,2018-01-05 22:06:30,0,229,Boolean Logic Inside Pandas Query Statement,2,"python, python-3.x, pandas, numpy, scikit-learn",HMLDude
48122105,2018-01-05 22:21:43,0,25,Combine Multiple Pandas DataFrames Via Index,0,"python, pandas, data-analysis",Roughrider
48122131,2018-01-05 22:23:53,0,52,Importing from SQL into pandas dataframe directly as number instead of object using psycopg2,1,"python, pandas, psycopg2",Danny W
48122276,2018-01-05 22:38:07,2,38,Changing values in a dataframe based on condition,4,"python, pandas, dataframe",Venkatesh Malhotra
48122394,2018-01-05 22:49:04,1,334,Pandas/Python How to switch Index/Columns in dataframe while retaining df structure?,1,"python, python-3.x, pandas, dataframe",Kimmy
48122904,2018-01-05 23:57:21,0,26,Get group percentages in pandas dataframe,1,"python, pandas",user3139545
48123368,2018-01-06 01:14:27,1,2013,Pandas error when using if-else to create new column: The truth value of a Series is ambiguous,3,"python, pandas",stackoverflowuser2010
48124149,2018-01-06 04:05:56,-1,49,Remove string from a dataframe based on multiple conditions,1,"python, regex, pandas",Rahul rajan
48124350,2018-01-06 04:45:59,0,98,Countdown Column in Dataframe,1,"pandas, dataframe",J Ng
48124639,2018-01-06 05:42:23,0,526,Pandas DataFrame Date Series to List conversion,2,"python, pandas",AngiSen
48124946,2018-01-06 06:40:51,1,448,Replace nan values with the unique date (date in numpy array.),1,"python, pandas, datetime, dataframe",Dheeraj
48124984,2018-01-06 06:45:53,2,105,How to update the same excel sheet with different dataframe without overwriting the previous data present in excel file using python2.7.14?,1,"python, excel, pandas, dataframe",
48125288,2018-01-06 07:40:09,2,40,Pythonic way for do math among columns within a MultiIndex dataframe and concat the result as a seperate column in original dataframe,1,"python, pandas, dataframe",Tian Yan
48125438,2018-01-06 08:05:32,1,1415,"pandas - Why am I unable to skip rows using the ""skiprows"" parameter of Pandas",2,"python, pandas",Archan Joshi
48125501,2018-01-06 08:13:26,0,42,Fill new column with value where column matches another column,1,"python, pandas, dataframe",Danny W
48125808,2018-01-06 09:03:34,1,41,Assign Value in builtin function,2,"python, python-3.x, pandas, built-in",
48126330,2018-01-06 10:14:07,2,2919,Python int too large to convert to C long - plotting pandas dates,3,"python, python-3.x, pandas, matplotlib, windows-10",Jetman
48126766,2018-01-06 11:15:33,1,218,Pandas groupby selecting only one value based on 2 groups and converting rest to 0,3,"python, pandas, pandas-groupby",MysterioProgrammer91
48127096,2018-01-06 11:54:35,1,40,GroupBY frequency counts JSON response - nested field,1,"python, json, python-3.x, pandas, pandas-groupby",Stuart Kirkup
48127217,2018-01-06 12:13:48,-2,84,How to reserve at least 3 digits for a float number,1,"python, python-2.7, pandas, numpy",Han Zhengzu
48127273,2018-01-06 12:21:05,2,63,How to count recurring identical values in a Pandas Series,1,"python, pandas, series",Ale
48128371,2018-01-06 14:32:30,0,20,Remove rows with values repeated on specific columns,0,"python, pandas, duplicates",Juan R.
48128399,2018-01-06 14:35:41,0,348,Python pandas plotting Quarter values,1,"python, pandas, plot",Sanito Machiavelli
48128621,2018-01-06 15:04:27,0,634,Check and install 'win32com.client' module at time of execution in Python?,1,"python, pandas, win32com",Code_Sipra
48129186,2018-01-06 16:06:14,1,120,set pandas plot config default,0,"python, pandas",Hardian Lawi
48129251,2018-01-06 16:15:11,1,2687,Pandas dataframe datetime to time then to seconds,2,"python, python-3.x, pandas, datetime, python-datetime",koger23
48129713,2018-01-06 17:03:19,12,712,Fastest way to find all unique elements in an array with Cython,1,"pandas, numpy, cython",Ted Petrou
48129817,2018-01-06 17:14:44,0,555,how to apply lambda functions to specific rows meeting a condition in PANDAS,1,"pandas, lambda",desmond
48130218,2018-01-06 17:57:43,2,56,"Joining two different size dataframes, but only want one new column added",2,"python, pandas, dataframe, merge",Danny W
48130703,2018-01-06 18:51:04,2,433,Pandas selection by MultiIndex,2,"python, pandas, dataframe, multi-index",Ranny
48131527,2018-01-06 20:20:26,1,1728,dropping column using pandas-drop()-function not working,1,"python, pandas, dataframe",steady_progress
48131804,2018-01-06 20:53:32,2,26,consolidate duplicate columns in dataframe,1,"python, pandas, dataframe",J Westwood
48131816,2018-01-06 20:54:26,1,295,"Given a start and end date, most efficient way to generate all weeks in between?",3,"python, pandas, pyspark",kodachrome
48132038,2018-01-06 21:23:55,0,38,Pandas split on character and remove trailing values,4,"python, pandas",hhh_
48132155,2018-01-06 21:36:55,1,525,How can I change the x-axis index date format in matplotlib?,1,"python, pandas, matplotlib, plot",
48132205,2018-01-06 21:42:55,1,26,Identify rows in 2nd dataframe having values less than the first,2,"python, pandas, dataframe",rajeev
48132290,2018-01-06 21:54:46,0,28,enhance code running timing in python,0,"python, excel, pandas, time",Taqwa Hadidi
48132847,2018-01-06 23:18:15,2,32,Formatting DataFrame in Pandas - stacking columns,3,"python, python-3.x, pandas, dataframe",George Mathias
48133129,2018-01-07 00:01:25,1,719,Cosine similarity of rows in pandas DataFrame,1,"python, pandas, dataframe, cosine-similarity",PAstudilloE
48133834,2018-01-07 02:34:20,0,297,pandas str.replace value of a column from another column,1,pandas,Art Yudin
48133914,2018-01-07 02:49:17,0,1056,pandas ValueError: could not convert string to float: 'p-',1,"python, pandas, geography",Earthly
48133983,2018-01-07 03:05:37,0,676,Sum a range of cells in a single column in pandas dataframe,2,"python, pandas, sum",J Westwood
48134313,2018-01-07 04:29:24,1,97,Create a column of counts in a pandas dataframe,2,"pandas, pandas-groupby",Mathijs de Jong
48134788,2018-01-07 06:13:08,1,118,binary operation between rows in DataFrame,1,"python, pandas, dataframe",Tian Yan
48135015,2018-01-07 06:55:11,0,57,Memory overflow when loading multiple files sequentially in python,0,"python, pandas, memory, merge",Hossein
48135562,2018-01-07 08:31:17,0,893,convert xml to pandas data framework,1,"python, xml, pandas, nlp, nltk",Sampath Rajapaksha
48135569,2018-01-07 08:32:13,1,926,Padding with Leading zeros for Pandas data frame column with data as numpy array,1,"python, pandas",JDoe
48135730,2018-01-07 08:59:27,3,578,Slice a Dataframe Index per year - Python - Pandas,2,"python-3.x, pandas, dataframe",RiskTech
48135848,2018-01-07 09:21:12,1,36,Getting Error while writing a Large datarame of 60K rows into csv in Pandas,1,"python, pandas, dataframe, scikit-learn",Rahul rajan
48135994,2018-01-07 09:47:27,2,862,Doing the opposite of pivot in pandas Python,1,"python, python-3.x, pandas",GlenCloncurry
48136450,2018-01-07 10:57:38,-1,95,multiindex columns sum in pivot pandas,1,"python, pandas",mahesh
48136641,2018-01-07 11:27:02,1,72,Subset missing values from list into new dataframe in Python 3.x,1,"python, pandas, dataframe, subset",Code_Sipra
48137162,2018-01-07 12:37:26,3,60,Pandas - Merge two dataframes and unify set of columns,2,"python, pandas",bluesummers
48137324,2018-01-07 12:58:39,0,127,Pandas randomly select n groups from a larger dataset,1,"python, pandas",komodovaran_
48137729,2018-01-07 13:46:07,1,357,pandas - How to extract a value(s) from a list stored in rows of a dataframe,1,"python, python-3.x, pandas",Archan Joshi
48138255,2018-01-07 14:43:20,0,19,how to change dataframe column in pandas?,0,"python-3.x, pandas",user3222101
48138491,2018-01-07 15:13:19,1,36,Generate a row with values = values of previous row + variation,5,"python, pandas",François M.
48139112,2018-01-07 16:20:21,1,54,Floating point comparison not working on pandas groupby output,1,"python, pandas, floating-point, pandas-groupby",Arif Akhtar
48139821,2018-01-07 17:37:30,0,34,calculating the average frequency of a given value in pandas,1,"pandas, frequency",Krzysztof Musialik
48139899,2018-01-07 17:45:19,6,2359,"Correlation matrix plot with coefficients on one side, scatterplots on another, and distributions on diagonal",2,"python, pandas",Max Ghenis
48141242,2018-01-07 20:29:39,0,44,Group data frames according to a dictionary,2,"python, pandas, dictionary",aviss
48141933,2018-01-07 21:58:49,0,358,How to access csv file in the root folder of the Google Colaboratory?,1,"python, pandas, google-colaboratory",Amin Ghaderi
48142171,2018-01-07 22:31:56,2,276,Combine multiple regex expressions in pandas.DataFrame.str.replace?,1,"python, regex, string, pandas",Pranshu
48142528,2018-01-07 23:30:15,1,62,Upsampling int series within groups for a Pandas DataFrame,1,"python, pandas, resampling",Silas
48142757,2018-01-08 00:06:40,0,504,Replace column values within a groupby and condition,1,"python, pandas, dataframe, group-by, pandas-groupby",Stefano Potter
48143307,2018-01-08 01:49:20,1,50,Filtering by datetime confusion,1,"python, pandas, datetime, dataframe",Danny W
48143712,2018-01-08 02:58:30,0,212,Python Pandas DataFrame: Rename all Column Names via Map,0,"python, pandas, dataframe",
48143727,2018-01-08 03:00:35,0,50,Worker assignment for a product servicing or Return back the repaired product,0,"python, mysql, pandas, numpy",Sam Joe
48144466,2018-01-08 05:02:52,2,43,How to get count of number of columns where the value is not zero row-wise in a pandas dataframe,1,"python, pandas, count",Shuvayan Das
48144831,2018-01-08 05:47:12,0,219,How to Dynamically bin data in Pandas,1,"python, python-3.x, pandas, binning",Rahul rajan
48145027,2018-01-08 06:08:43,2,74,Pandas Set Data Type While Combining Files,4,"python, pandas",lovechillcool
48147487,2018-01-08 09:33:36,2,33,"How to use the condition with other rows (previous moments in time series data), in pandas, python3",1,"python-3.x, pandas, condition",aura
48147815,2018-01-08 09:54:15,0,44,Using python list to read in pandas CSV file,1,"python, pandas",Vishal
48148328,2018-01-08 10:25:06,3,303,Error in slicing pandas DataFrame based on Missing column names,1,"python, pandas, dataframe, reindex",Mohammad ElNesr
48148883,2018-01-08 10:58:21,0,171,Effective Spread Calculation in bond market by python,0,"python, pandas, financial",ary
48149189,2018-01-08 11:16:14,2,59,Split a string within a pandas DataFrame element and recombine a section of the list,2,"python, pandas, dataframe",BillyJo_rambler
48149306,2018-01-08 11:23:28,1,25,Pandas how to locate by category from aggregate?,1,"python, pandas",komodovaran_
48150346,2018-01-08 12:30:38,0,526,How to partition pandas data frame based on week and save as CSV?,2,"python, pandas, dataframe",User1
48150555,2018-01-08 12:42:01,2,106,Unexpected Pandas/Arrow behaviour using series.apply,3,"python, pandas, datetime",seanysull
48151066,2018-01-08 13:14:06,1,70,How to add rows with the average values of selected rows into a data frame,2,"python, pandas, pandas-groupby",Cave
48151375,2018-01-08 13:31:59,0,131,Resample for different Time Series,1,"python, pandas",Gemini
48151423,2018-01-08 13:35:01,0,230,Getting key error in python,1,"python, pandas",hammer
48151629,2018-01-08 13:47:34,0,849,Plotting pandas multi-index DataFrame with one index as Y-axis and other as X-axis,1,"python, pandas, matplotlib, plot, multi-index",Mohammad ElNesr
48152309,2018-01-08 14:27:02,1,596,Pandas Group by three columns but retain all other columns,2,"python, pandas, dataframe",Kishan
48152324,2018-01-08 14:27:50,0,79,Filter data frame with several columns to unique id,2,"pandas, dataframe, filter",Thabra
48152584,2018-01-08 14:44:11,3,176,How to filter a dataframe of dates and hours by a list of dates?,1,"python, pandas, dataframe, filter, datetimeindex",Izaskun
48152899,2018-01-08 15:03:51,0,586,Write 'Function output ' into a nice Pandas dataframe,2,"python, python-2.7, pandas, dataframe, beautifulsoup",Lizou
48153267,2018-01-08 15:26:29,2,83,Mean of every 3 columns pandas,1,"python, pandas",Elias Uhalde
48153477,2018-01-08 15:38:48,1,146,Encoding data into utf-8 prior to using pandas.read_csv?,0,"python, pandas, encode",DGav
48153689,2018-01-08 15:50:30,1,73,Creating a function to turn a SQL query into Pandas df,1,"python, sql, python-3.x, pandas",LMGagne
48154172,2018-01-08 16:21:50,2,5549,Python: Write Pandas Dataframe to MSSQL --> Database Error,1,"python, sql-server, database, pandas, dataframe",PineNuts0
48154573,2018-01-08 16:46:08,1,305,Append pyodbc.Rows into a data frame using a loop,2,"python, sql, pandas, pyodbc",Campo21
48155048,2018-01-08 17:20:17,1,55,Calculate diffrence between two dates,1,"python, pandas, datetime, difference",jjgasse
48155217,2018-01-08 17:31:06,1,73,"How to split one column into multiple columns, based on similar values",1,"python, pandas, matplotlib, seaborn",Adam Schroeder
48155564,2018-01-08 17:53:22,0,289,How to resample yearly starting from 1st of June to 31st may?,1,"python, pandas, time-series",T Denager
48155787,2018-01-08 18:08:59,2,321,"How to combine year, month, and day columns to single datetime column?",3,"python, pandas, date, datetime, timestamp",FaCoffee
48156043,2018-01-08 18:27:43,0,260,Pandas create column from another dataframe if certain conditions match,1,"python, pandas",scarecrow
48156059,2018-01-08 18:28:56,3,235,"Finding duplicate rows in Pandas, where order of column values don't matter",2,"python, pandas, numpy",Moondra
48156092,2018-01-08 18:31:41,0,290,Pandas drop method does not work.,1,"python, pandas, dataframe, data-science",Stefan Mehren
48156213,2018-01-08 18:38:44,1,180,SQL Server to Excel to Python - pd.read_excel(),2,"python, sql, sql-server, pandas",Che
48156752,2018-01-08 19:17:57,1,71,Pandas Erratic Sorting by DateTime column,0,"python, pandas, sorting, datetime",Frank Drin
48157422,2018-01-08 20:13:16,0,29,Create new columns and fill values base on a structured text column,0,"python, pandas, dataframe",wingsoficarus116
48157807,2018-01-08 20:45:43,0,31,How to get consistent return type from pandas indexers?,1,"python, pandas",user48956
48158101,2018-01-08 21:10:11,0,375,Write Dataframe to Specific Excel Row,0,"python, excel, pandas",AlliDeacon
48158167,2018-01-08 21:15:23,0,31,How do I groupby a dynamic list of column names?,1,"python, pandas",Michael Melillo
48158615,2018-01-08 21:54:26,0,94,How to reshape DataFrame for nested JSON output,1,"python, pandas, dataframe",Roger Almeida Leite
48158688,2018-01-08 22:01:13,1,2532,Save Pandas describe for human readibility,1,"python, pandas",
48158708,2018-01-08 22:03:24,1,23,Python: dataframe.get() with multi-index,1,"python, pandas",Blake
48158984,2018-01-08 22:33:10,3,249,Using df.query on MultiIndex gives UndefinedVariableError,1,"python, pandas, dataframe, multi-index",Wen-Ben
48159114,2018-01-08 22:45:47,0,78,How to keep rows by string in .gff file in python,0,"python, pandas, dataframe, split",Jiayu Zhang
48159340,2018-01-08 23:09:22,1,416,Pandas Concatenate Values From Different Rows,2,"python, pandas, concatenation",Dance Party2
48159341,2018-01-08 23:09:27,4,45,What's up with the magic rows when accessing float indexes in Pandas?,1,"python, pandas",user48956
48159707,2018-01-08 23:54:38,0,382,Pandas add column based on grouped by rolling average,1,"pandas, dataframe, group-by",Danny W
48159755,2018-01-09 00:02:56,0,755,K-fold cross validation to python pandas dataframe - NLTK classification,0,"python, pandas, nlp, nltk, cross-validation",Sampath Rajapaksha
48159775,2018-01-09 00:05:53,1,106,Merge 2 SparseDataFrame with same index/columns,1,"python-3.x, pandas",alfredopacino
48160197,2018-01-09 01:11:29,0,64,Adding a column from the original data frame to a groupby data frame?,2,"python, pandas, pandas-groupby",Alex Kinman
48160696,2018-01-09 02:33:50,-1,52,Geo-coding - SyntaxError: can't assign to literal,1,"python, pandas, dataframe, literals",Jerry
48161024,2018-01-09 03:27:54,0,41,Fast pandas Timeseries event based time range calculations,1,"python, pandas, datetime, time-series",sriramn
48161421,2018-01-09 04:24:39,0,88,How to add attribute to the highest degree centrality node using Python?,0,"python, pandas, networkx",user2277675
48161445,2018-01-09 04:28:47,12,555,Changing the fill_values in a SparseDataFrame - replace throws TypeError,2,"python, pandas, sparse-matrix, sparse-dataframe",coldspeed
48161758,2018-01-09 05:09:14,0,34,Rounding up 5-min data to a complicated hourly basis,1,"python, pandas, datetime",Satyajit Pattnaik
48162201,2018-01-09 05:57:30,1,1458,Pandas Number of Unique Values and sort by the number of unique,1,"python-3.x, pandas",GlenCloncurry
48164751,2018-01-09 09:13:59,2,170,SQL analogue of Pandas diff() function (1st discrete difference) [LAG function],2,"python, sql, oracle, pandas, difference",Marjan Moderc
48165190,2018-01-09 09:38:32,0,446,Deleting a rows with invalid date in pandas column,1,"python, regex, python-3.x, pandas",AkshayNevrekar
48165212,2018-01-09 09:39:35,-1,1209,Rolling Correlation Calculation with Pandas or NumPy,1,"python, pandas, numpy",GSta
48165710,2018-01-09 10:05:17,1,34,Creating a new columns for every value in a row,1,"python, pandas, loops",Ian_De_Oliveira
48166014,2018-01-09 10:22:25,5,219,Pandas find Duplicates in cross values,3,"python, pandas, duplicates",maxtenzin
48166581,2018-01-09 10:54:32,1,43,Filtering Pandas Dataframe according to indices,3,"python, pandas, dataframe, filter, locate",oakca
48166692,2018-01-09 11:00:17,0,45,Create sparse Series of time differences,2,"python, pandas, timedelta",00__00__00
48166840,2018-01-09 11:08:13,2,119,Passing List to a pandas series as index,1,"python, pandas, dataframe, pandas-groupby",el323
48166900,2018-01-09 11:10:51,1,35,How to 'pivot' a dataframe's values into columns,2,"python, pandas, dataframe, data-analysis, data-science",Htet Aung
48167165,2018-01-09 11:26:51,0,214,rolling_window or rolling_apply in pandas 0.20.3,2,"python, pandas",Make42
48168209,2018-01-09 12:25:51,3,108,Odd behaviour when applying `Pandas.Timedelta.total_seconds`,1,"python, pandas, datetime, timedelta",seanysull
48168292,2018-01-09 12:31:13,0,119,Merge two dataframes based on interval overlap,1,"python, pandas, intervals",Pau RS
48169141,2018-01-09 13:20:55,2,707,Apply a function on all possible combination of columns in a dataframe in Python -- Better way,1,"python, pandas, dataframe",RiskTech
48169209,2018-01-09 13:24:32,1,1954,ValueError: No axis named 'inp' for object type <class 'pandas.core.frame.DataFrame'>,1,"pandas, pandas-groupby",Bode 
48169591,2018-01-09 13:46:40,0,42,Cannot see the bottom part of html page in Django,0,"python, django, pandas",Katsuya Obara
48170028,2018-01-09 14:10:03,2,31,Convert and replace '%Y%m%d%H%M' to a datetime in a dictionary of dataframes,1,"python-3.x, pandas, datetime, dictionary, dataframe",Amy21
48170683,2018-01-09 14:46:25,1,46,Get start and stop of time period in pandas,1,"python, python-3.x, pandas",pawelty
48170759,2018-01-09 14:50:10,0,512,python - concatenate two time series with different time stamps,1,"python, pandas, time, concatenation",user155214
48170811,2018-01-09 14:52:36,1,42,Pandas: Parsing with two conditions issue,2,"python, pandas, conditional",spiral01
48170867,2018-01-09 14:54:59,5,1704,How to get the common index of two pandas dataframes?,7,"python, pandas, dataframe",astudentofmaths
48170954,2018-01-09 14:59:20,-1,605,Return first column in DataFrame as a list of string values,1,"python, pandas, dataframe",Peter
48171256,2018-01-09 15:15:36,1,1202,Pandas: replace Nan with values from one of two columns,1,"python, pandas, dataframe, nan",FaCoffee
48171611,2018-01-09 15:33:24,4,3202,difference between pandas read sql query and read sql table,1,"python, sql, pandas, dataframe, sqlite3",Oussama Jabri
48171666,2018-01-09 15:36:24,1,63,Python - Sort a Pandas Dataframe twice,1,"python, pandas, sorting",Salva Tdl
48172146,2018-01-09 16:01:45,0,123,Pandas: How to combine suffixed columns after a merge?,1,"pandas, pandas-groupby",Nathan Wailes
48172428,2018-01-09 16:17:53,1,68,Iterating over df to create nested dict in python,1,"python, pandas",cdc200
48172438,2018-01-09 16:18:25,0,27,How to output differences between grouped columns in pandas?,1,"python, pandas, dataframe",Hana
48172529,2018-01-09 16:23:57,2,62,Dummify variables based on list of categories,4,"python, pandas",Mio
48172863,2018-01-09 16:43:23,0,641,save multiple pd.DataFrames with hierarchy to hdf5,2,"python, pandas, numpy, hdf5, h5py",mm441
48173470,2018-01-09 17:16:38,2,130,How to implement a dyadic product in a pandaic way,2,"python, pandas, numpy, matrix-multiplication",Quickbeam2k1
48173975,2018-01-09 17:48:51,0,1026,Plot Multiple DataFrames into one single plot,2,"python, pandas, matplotlib",Adhy Satya
48173980,2018-01-09 17:49:10,30,1761,Pandas: Knowing when an operation affects the original dataframe,3,"python, pandas, views, chained-assignment",ejolly
48173986,2018-01-09 17:49:27,2,231,Matplotlib not plotting sorted dataset in correct order,1,"python-3.x, pandas, matplotlib",user2067030
48174398,2018-01-09 18:17:37,4,383,New Dataframe column as a generic function of other rows (pandas),2,"python, pandas, dataframe, vectorization",pault
48175172,2018-01-09 19:13:41,0,602,Assign a pandas series to a groupby operation,1,"python, pandas, numpy, dataframe, group-by",sgokhales
48175179,2018-01-09 19:14:03,0,78,Pandas DataFrame indexing out of order,1,"python, pandas, sorting, datetime, indexing",P. Faske
48175334,2018-01-09 19:26:00,1,51,Replacing values based on conditional using pandas,2,"python, python-2.7, pandas",sato
48175666,2018-01-09 19:48:28,0,113,Loop every row from a pandas data frame to a url using urllib and return XML results in a same file,0,"python, pandas, loops, url",Ian_De_Oliveira
48175842,2018-01-09 20:01:55,1,36,Pandas: function that uses multiple columns,1,"python, pandas",Craig
48175892,2018-01-09 20:05:31,0,57,Extract dataframe column values as standalone columns,2,"python, pandas, dataframe, pivot, pivot-table",Ali
48176411,2018-01-09 20:47:08,0,57,Optimize script to flatten json output from API,0,"python, json, python-3.x, pandas, python-requests",user8834780
48176462,2018-01-09 20:51:12,0,45,Python - Pandas - Graph vs dict? (Networkx),1,"python, pandas, graph, networkx",krishna chaitanya
48176824,2018-01-09 21:20:49,3,813,convert multiple columns to datetime without the date in pandas,2,"python, pandas, datetime",sacuL
48176993,2018-01-09 21:35:24,0,917,How to convert a dataframe into a 2D array in-order to run some calculations?,2,"python, pandas, numpy",symbolix
48177174,2018-01-09 21:51:33,0,57,Merge tables together without column headers? Python pandas,0,"python, excel, pandas, for-loop",Michael Martinez
48177371,2018-01-09 22:09:22,2,84,How to change column values in dataframe in python?,2,"python, pandas, numpy, dataframe",Jiayu Zhang
48177573,2018-01-09 22:29:08,1,777,"Pandas convert object column to str - column contains unicode, float etc",1,"python-2.7, pandas, utf-8",Null-Hypothesis
48177658,2018-01-09 22:37:05,0,565,Python & MSSQL: Python Code to Delete All Rows of Data in MSSQL Table,1,"python, sql-server, pandas, dataframe",PineNuts0
48177746,2018-01-09 22:46:00,0,32,Create pandas dataframe joining dataframes taken from original one and ploting the result,2,"python, pandas, dataframe, matplotlib, plot",Cedric Zoppolo
48177914,2018-01-09 23:01:08,3,771,Why use pandas.assign rather than simply initialize new column?,1,"python, pandas",sacuL
48177934,2018-01-09 23:03:04,1,353,Flatten or unpack list of nested dicts in DataFrame,2,"python, json, pandas, dataframe, nested",user1964692
48178450,2018-01-10 00:01:19,0,12,how to get all the element within a pandas column multiplied together?,0,"python, pandas, multiplying",Rui Luo
48178475,2018-01-10 00:04:09,0,194,"Reading values from a csv, then putting them in a string using python",1,"python, pandas, google-maps, csv, folium",lengthy_preamble
48179028,2018-01-10 01:25:31,1,39,Pandas distribute time series data,2,"python, pandas",AJG519
48179112,2018-01-10 01:37:39,0,21,date changes based on dataframe,0,"python, pandas",Adam
48179448,2018-01-10 02:30:01,2,171,How to count occurrences of consecutive 1s by column and take mean by block,4,"python, pandas",zsljulius
48179687,2018-01-10 03:04:01,0,5,Seaborn: Passing column name as Label in a function,0,"python, pandas, seaborn",Hackerds
48179906,2018-01-10 03:33:15,0,125,Reshaping data in CSV to multiple columns,2,"python, pandas, csv, reshape",Saf
48179932,2018-01-10 03:37:16,-1,1352,How to specify not full path for pandas.read_csv()?,2,"python, python-3.x, pandas, traceback",MRI
48180087,2018-01-10 03:58:08,1,44,Using more than one argument to 'apply' in Pandas dataframe,2,"python, pandas",reservoirinvest
48180206,2018-01-10 04:14:08,1,88,Assigning a column to a SparseDataFrame,0,"python, pandas, sparse-matrix, sparse-dataframe",coldspeed
48180685,2018-01-10 05:12:56,1,793,changing all dates to standard date time in dataframe,1,"python, pandas, date",Adam
48180935,2018-01-10 05:37:52,-3,358,Is there any way to insert pandas dataframe to cassandra db?,1,"python, pandas, cassandra, pyspark",Nayana Madhu
48182882,2018-01-10 08:10:22,2,114,Mathematica's GatherBy function using Pandas groupby,2,"python, pandas, dataframe, group-by, pandas-groupby",Harry
48182939,2018-01-10 08:14:03,1,59,Pandas Dataframe - How to stack two column values into one list?,1,"python, pandas, stack, melt",kitchenprinzessin
48183635,2018-01-10 08:59:17,0,2559,Apply Function or Lambda to Pandas GROUPBY,1,"python, pandas, lambda, statsmodels, pandas-groupby",Kyle
48183643,2018-01-10 09:00:00,0,313,"python read excel data, filling missing values using pandas",1,"python, excel, python-3.x, python-2.7, pandas",vinod bhandary
48184332,2018-01-10 09:38:49,3,219,Problems assigning color to bars in Pandas v0.20 and matplotlib,2,"python, pandas, matplotlib, plot",José
48184524,2018-01-10 09:49:56,3,42,Merge duplicated pandas rows on specific rules,2,"python, pandas, pandas-groupby",Michael Dorner
48184930,2018-01-10 10:10:15,0,53,Subplot a dataframe according to a column's values,0,"python, pandas, dataframe, matplotlib",Amy21
48185030,2018-01-10 10:15:01,1,172,Unpack DataFrame with tuple entries into separate DataFrames,1,"python, pandas, iterable-unpacking",lucianopaz
48185318,2018-01-10 10:30:24,1,277,Pandas DataFrame value_counts dict of dicts,1,"python, pandas, dictionary-comprehension",Austin
48186074,2018-01-10 11:08:58,1,141,Renaming MultiIndex columns is not working,1,"python, pandas, dataframe, rename, multi-index",displayname
48186504,2018-01-10 11:31:40,0,452,Create file OLS in Python Statsmodels,1,"python, pandas",user9184557
48186624,2018-01-10 11:38:58,3,656,Pandas Rolling window Spearman correlation,1,"python, pandas, correlation, rolling",GSta
